Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,767,Cotton lint,2014,2014,tonnes,31600.0,F,FAO estimate
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,329,Cottonseed,2014,2014,tonnes,70000.0,F,FAO estimate
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,397,Cucumbers and gherkins,2014,2014,ha,355.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,397,Cucumbers and gherkins,2014,2014,tonnes,1853.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,569,Figs,2014,2014,ha,248.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,569,Figs,2014,2014,tonnes,1570.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,619,"Fruit, fresh nes",2014,2014,ha,751.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,619,"Fruit, fresh nes",2014,2014,tonnes,3004.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,406,Garlic,2014,2014,ha,1577.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,406,Garlic,2014,2014,tonnes,7285.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,507,Grapefruit (inc. pomelos),2014,2014,ha,897.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,507,Grapefruit (inc. pomelos),2014,2014,tonnes,8638.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,560,Grapes,2014,2014,ha,4565.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,560,Grapes,2014,2014,tonnes,32356.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,242,"Groundnuts, with shell",2014,2014,ha,13066.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,242,"Groundnuts, with shell",2014,2014,tonnes,18100.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,497,Lemons and limes,2014,2014,ha,3211.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,497,Lemons and limes,2014,2014,tonnes,26934.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,372,Lettuce and chicory,2014,2014,ha,1468.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,372,Lettuce and chicory,2014,2014,tonnes,12870.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,333,Linseed,2014,2014,ha,,M,Data not available
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,333,Linseed,2014,2014,tonnes,,M,Data not available
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,56,Maize,2014,2014,ha,469708.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,56,Maize,2014,2014,tonnes,994955.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,446,"Maize, green",2014,2014,ha,7879.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,446,"Maize, green",2014,2014,tonnes,21928.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,571,"Mangoes, mangosteens, guavas",2014,2014,ha,1247.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,571,"Mangoes, mangosteens, guavas",2014,2014,tonnes,11310.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,75,Oats,2014,2014,ha,6820.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,75,Oats,2014,2014,tonnes,6143.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,403,"Onions, dry",2014,2014,ha,9310.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,403,"Onions, dry",2014,2014,tonnes,82971.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,490,Oranges,2014,2014,ha,24955.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,490,Oranges,2014,2014,tonnes,168117.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,600,Papayas,2014,2014,ha,842.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,600,Papayas,2014,2014,tonnes,8337.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,534,Peaches and nectarines,2014,2014,ha,6342.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,534,Peaches and nectarines,2014,2014,tonnes,39556.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,521,Pears,2014,2014,ha,406.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,521,Pears,2014,2014,tonnes,2012.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,187,"Peas, dry",2014,2014,ha,2844.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,187,"Peas, dry",2014,2014,tonnes,3967.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,417,"Peas, green",2014,2014,ha,13489.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,417,"Peas, green",2014,2014,tonnes,19435.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,687,Pepper (piper spp.),2014,2014,ha,38.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,687,Pepper (piper spp.),2014,2014,tonnes,26.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,574,Pineapples,2014,2014,ha,4403.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,574,Pineapples,2014,2014,tonnes,50993.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,489,Plantains,2014,2014,ha,40932.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,489,Plantains,2014,2014,tonnes,373841.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,536,Plums and sloes,2014,2014,ha,181.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,536,Plums and sloes,2014,2014,tonnes,907.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,116,Potatoes,2014,2014,ha,196188.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,116,Potatoes,2014,2014,tonnes,1069011.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,394,"Pumpkins, squash and gourds",2014,2014,ha,2429.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,394,"Pumpkins, squash and gourds",2014,2014,tonnes,19939.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,754,"Pyrethrum, dried",2014,2014,ha,,M,Data not available
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,754,"Pyrethrum, dried",2014,2014,tonnes,,M,Data not available
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,523,Quinces,2014,2014,ha,104.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,523,Quinces,2014,2014,tonnes,617.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,92,Quinoa,2014,2014,ha,123080.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,92,Quinoa,2014,2014,tonnes,74382.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,27,"Rice, paddy",2014,2014,ha,183172.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,27,"Rice, paddy",2014,2014,tonnes,443285.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,149,"Roots and tubers, nes",2014,2014,ha,17617.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,149,"Roots and tubers, nes",2014,2014,tonnes,52459.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,836,"Rubber, natural",2014,2014,tonnes,15782.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,71,Rye,2014,2014,ha,96.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,71,Rye,2014,2014,tonnes,95.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,328,Seed cotton,2014,2014,ha,126000.0,F,FAO estimate
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,328,Seed cotton,2014,2014,tonnes,117000.0,F,FAO estimate
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,289,Sesame seed,2014,2014,ha,15841.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,289,Sesame seed,2014,2014,tonnes,8039.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,83,Sorghum,2014,2014,ha,472170.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,83,Sorghum,2014,2014,tonnes,1229286.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,236,Soybeans,2014,2014,ha,1265572.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,236,Soybeans,2014,2014,tonnes,2878179.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,723,"Spices, nes",2014,2014,ha,6150.0,Im,FAO data based on imputation methodology
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,723,"Spices, nes",2014,2014,tonnes,3393.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,544,Strawberries,2014,2014,ha,1089.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,544,Strawberries,2014,2014,tonnes,4856.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,156,Sugar cane,2014,2014,ha,157957.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,156,Sugar cane,2014,2014,tonnes,8332276.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,267,Sunflower seed,2014,2014,ha,95624.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,267,Sunflower seed,2014,2014,tonnes,98699.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,122,Sweet potatoes,2014,2014,ha,1375.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,122,Sweet potatoes,2014,2014,tonnes,4627.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2014,2014,ha,17583.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2014,2014,tonnes,124975.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,667,Tea,2014,2014,ha,268.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,667,Tea,2014,2014,tonnes,1358.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,826,"Tobacco, unmanufactured",2014,2014,ha,1013.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,826,"Tobacco, unmanufactured",2014,2014,tonnes,826.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,388,Tomatoes,2014,2014,ha,5434.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,388,Tomatoes,2014,2014,tonnes,54526.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,463,"Vegetables, fresh nes",2014,2014,ha,846.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,463,"Vegetables, fresh nes",2014,2014,tonnes,4314.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,420,"Vegetables, leguminous nes",2014,2014,ha,37504.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,420,"Vegetables, leguminous nes",2014,2014,tonnes,58215.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,567,Watermelons,2014,2014,ha,1265.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,567,Watermelons,2014,2014,tonnes,20111.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5312,Area harvested,15,Wheat,2014,2014,ha,228123.0,,Official data
QC,Crops,19,Bolivia (Plurinational State of),5510,Production,15,Wheat,2014,2014,tonnes,378029.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,221,"Almonds, with shell",2014,2014,ha,220.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,221,"Almonds, with shell",2014,2014,tonnes,55.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,711,"Anise, badian, fennel, coriander",2014,2014,ha,700.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,711,"Anise, badian, fennel, coriander",2014,2014,tonnes,800.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,515,Apples,2014,2014,ha,13304.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,515,Apples,2014,2014,tonnes,44795.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,526,Apricots,2014,2014,ha,500.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,526,Apricots,2014,2014,tonnes,805.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,572,Avocados,2014,2014,ha,300.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,572,Avocados,2014,2014,tonnes,1000.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,44,Barley,2014,2014,ha,18268.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,44,Barley,2014,2014,tonnes,48649.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,176,"Beans, dry",2014,2014,ha,7361.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,176,"Beans, dry",2014,2014,tonnes,9435.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,414,"Beans, green",2014,2014,ha,420.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,414,"Beans, green",2014,2014,tonnes,1200.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,558,Berries nes,2014,2014,ha,100.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,558,Berries nes,2014,2014,tonnes,700.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,89,Buckwheat,2014,2014,ha,705.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,89,Buckwheat,2014,2014,tonnes,926.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,358,Cabbages and other brassicas,2014,2014,ha,5080.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,358,Cabbages and other brassicas,2014,2014,tonnes,59972.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,426,Carrots and turnips,2014,2014,ha,1768.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,426,Carrots and turnips,2014,2014,tonnes,19985.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,531,Cherries,2014,2014,ha,5000.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,531,Cherries,2014,2014,tonnes,9010.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,530,"Cherries, sour",2014,2014,ha,1995.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,530,"Cherries, sour",2014,2014,tonnes,4209.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,220,Chestnut,2014,2014,ha,1412.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,220,Chestnut,2014,2014,tonnes,1111.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,191,Chick peas,2014,2014,ha,1660.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,191,Chick peas,2014,2014,tonnes,5318.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,459,Chicory roots,2014,2014,ha,4.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,459,Chicory roots,2014,2014,tonnes,100.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,689,"Chillies and peppers, dry",2014,2014,ha,3000.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,689,"Chillies and peppers, dry",2014,2014,tonnes,27000.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,401,"Chillies and peppers, green",2014,2014,ha,3218.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,401,"Chillies and peppers, green",2014,2014,tonnes,28638.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,195,"Cow peas, dry",2014,2014,ha,200.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,195,"Cow peas, dry",2014,2014,tonnes,200.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,397,Cucumbers and gherkins,2014,2014,ha,2698.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,397,Cucumbers and gherkins,2014,2014,tonnes,17807.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,569,Figs,2014,2014,ha,400.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,569,Figs,2014,2014,tonnes,777.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,619,"Fruit, fresh nes",2014,2014,ha,150.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,619,"Fruit, fresh nes",2014,2014,tonnes,400.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,406,Garlic,2014,2014,ha,1598.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,406,Garlic,2014,2014,tonnes,5115.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,560,Grapes,2014,2014,ha,4104.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,560,Grapes,2014,2014,tonnes,26221.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,497,Lemons and limes,2014,2014,ha,2.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,497,Lemons and limes,2014,2014,tonnes,16.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,372,Lettuce and chicory,2014,2014,ha,824.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,372,Lettuce and chicory,2014,2014,tonnes,6102.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,56,Maize,2014,2014,ha,169948.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,56,Maize,2014,2014,tonnes,799487.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,446,"Maize, green",2014,2014,ha,123.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,446,"Maize, green",2014,2014,tonnes,729.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,449,Mushrooms and truffles,2014,2014,tonnes,1164.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,75,Oats,2014,2014,ha,9468.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,75,Oats,2014,2014,tonnes,19595.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,260,Olives,2014,2014,ha,135.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,260,Olives,2014,2014,tonnes,190.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,403,"Onions, dry",2014,2014,ha,4696.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,403,"Onions, dry",2014,2014,tonnes,33346.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,490,Oranges,2014,2014,ha,250.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,490,Oranges,2014,2014,tonnes,130.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,534,Peaches and nectarines,2014,2014,ha,1925.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,534,Peaches and nectarines,2014,2014,tonnes,8763.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,521,Pears,2014,2014,ha,0.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,521,Pears,2014,2014,tonnes,13949.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,187,"Peas, dry",2014,2014,ha,1100.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,187,"Peas, dry",2014,2014,tonnes,3350.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,536,Plums and sloes,2014,2014,ha,36903.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,536,Plums and sloes,2014,2014,tonnes,74075.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,116,Potatoes,2014,2014,ha,34175.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,116,Potatoes,2014,2014,tonnes,300408.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,523,Quinces,2014,2014,ha,120.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,523,Quinces,2014,2014,tonnes,794.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,270,Rapeseed,2014,2014,ha,988.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,270,Rapeseed,2014,2014,tonnes,2047.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,547,Raspberries,2014,2014,ha,1415.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,547,Raspberries,2014,2014,tonnes,10613.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,71,Rye,2014,2014,ha,3566.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,71,Rye,2014,2014,tonnes,9968.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,236,Soybeans,2014,2014,ha,4186.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,236,Soybeans,2014,2014,tonnes,9020.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,544,Strawberries,2014,2014,ha,1210.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,544,Strawberries,2014,2014,tonnes,8473.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,157,Sugar beet,2014,2014,ha,50.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,157,Sugar beet,2014,2014,tonnes,1000.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,267,Sunflower seed,2014,2014,ha,400.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,267,Sunflower seed,2014,2014,tonnes,600.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2014,2014,ha,6.0,F,FAO estimate
QC,Crops,80,Bosnia and Herzegovina,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2014,2014,tonnes,44.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,826,"Tobacco, unmanufactured",2014,2014,ha,1510.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,826,"Tobacco, unmanufactured",2014,2014,tonnes,1812.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,388,Tomatoes,2014,2014,ha,3330.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,388,Tomatoes,2014,2014,tonnes,29307.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,97,Triticale,2014,2014,ha,10697.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,97,Triticale,2014,2014,tonnes,33480.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,463,"Vegetables, fresh nes",2014,2014,ha,107080.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,463,"Vegetables, fresh nes",2014,2014,tonnes,503420.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,205,Vetches,2014,2014,ha,463.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,205,Vetches,2014,2014,tonnes,947.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,222,"Walnuts, with shell",2014,2014,ha,1396.0,Im,FAO data based on imputation methodology
QC,Crops,80,Bosnia and Herzegovina,5510,Production,222,"Walnuts, with shell",2014,2014,tonnes,2079.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,567,Watermelons,2014,2014,ha,1890.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,567,Watermelons,2014,2014,tonnes,14245.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5312,Area harvested,15,Wheat,2014,2014,ha,59550.0,,Official data
QC,Crops,80,Bosnia and Herzegovina,5510,Production,15,Wheat,2014,2014,tonnes,170550.0,,Official data
QC,Crops,20,Botswana,5312,Area harvested,108,"Cereals, nes",2014,2014,ha,3300.0,Im,FAO data based on imputation methodology
QC,Crops,20,Botswana,5510,Production,108,"Cereals, nes",2014,2014,tonnes,3826.0,Im,FAO data based on imputation methodology
QC,Crops,20,Botswana,5510,Production,767,Cotton lint,2014,2014,tonnes,300.0,F,FAO estimate
QC,Crops,20,Botswana,5510,Production,329,Cottonseed,2014,2014,tonnes,491.0,Im,FAO data based on imputation methodology
QC,Crops,20,Botswana,5312,Area harvested,619,"Fruit, fresh nes",2014,2014,ha,1990.0,Im,FAO data based on imputation methodology
QC,Crops,20,Botswana,5510,Production,619,"Fruit, fresh nes",2014,2014,tonnes,5799.0,Im,FAO data based on imputation methodology
QC,Crops,20,Botswana,5312,Area harvested,242,"Groundnuts, with shell",2014,2014,ha,1239.0,,Official data
QC,Crops,20,Botswana,5510,Production,242,"Groundnuts, with shell",2014,2014,tonnes,553.0,,Official data
QC,Crops,20,Botswana,5312,Area harvested,56,Maize,2014,2014,ha,104197.0,,Official data
QC,Crops,20,Botswana,5510,Production,56,Maize,2014,2014,tonnes,28550.0,,Official data
QC,Crops,20,Botswana,5312,Area harvested,79,Millet,2014,2014,ha,6850.0,,Official data
QC,Crops,20,Botswana,5510,Production,79,Millet,2014,2014,tonnes,3398.0,,Official data
QC,Crops,20,Botswana,5312,Area harvested,403,"Onions, dry",2014,2014,ha,30.0,Im,FAO data based on imputation methodology
QC,Crops,20,Botswana,5510,Production,403,"Onions, dry",2014,2014,tonnes,649.0,Im,FAO data based on imputation methodology
